ISO_country_code,GNI_Per_Capita_PPP,Maternal_Death_Risk,Life_Expectancy,Mobile_Subscriptions_Per_1000,Infant_Mortality_per_1000,School_Enrollment_Primary_Gross,School_Enrollment_Primary_Gross_Female,School_Enrollment_Primary_Gross_Male,School_Enrollment_Secondary_Gross,School_Enrollment_Secondary_Gross_Female,School_Enrollment_Secondary_Gross_Male,School_Enrollment_Tertiary_Gross,School_Enrollment_Tertiary_Gross_Female,School_Enrollment_Tertiary_Gross_Male
NIC,4658.42383,0.38837629,74.8114634,114.5655993,19.4,,,,,,,,,
NER,884.2439952,4.541648529,61.4584878,44.43748576,58.4,7.64189,65.247827,75.93636322,18.81945992,15.55871964,22.77894,,,
NGA,5472.251781,4.58328512,52.75426829,77.84154715,71.5,,,,,,,,,
MNP,,,,,,,,,,,,,,
NOR,65638.3688,0.8863122,82.1,112.6874832,2.2,1.1427231,1.12627,1.163887,112.59512,11.6188889,114.458252,76.78315735,91.3717882,62.99122
OMN,38242.63852,0.565483,77.859756,157.7532566,1,11.935997,114.66537,17.9248428,,,,,,
PAK,4831.75825,0.72769649,66.18336585,73.3321915,67.4,93.563722,85.811733,1.7343521,41.63825989,36.662188,46.36248,1.3552333,1.6745975,1.5655956
PLW,,,,9.655932,14.7,114.2956772,111.791385,116.4921494,113.5977325,116.9366684,11.547684,,,
PAN,18841.6744,0.247799721,77.59514634,158.542825,15.1,12.2235184,1.8738174,13.522866,75.5586138,78.3693817,72.9316772,,,
PNG,,0.838158379,62.6692683,44.92845743,45.7,,,,,,,,,
PRY,891.526183,0.3822649,72.9217732,15.64533,18.1,,,,,,,,,
PER,1152.93333,0.18144518,74.52553659,13.616575,13.6,11.422963,11.4283295,11.416131,95.62184143,95.52375,95.73562622,,,
PHL,7979.56236,0.3655194,68.26563415,111.2187234,22.8,,,,,,,35.7533323,4.27378845,31.423879
POL,23437.29833,0.4641387,77.624392,148.886721,4.5,1.5715179,1.658789,1.4961777,18.146829,16.82986,11.2881,68.11361694,82.5519492,54.24689865
PRT,25571.21597,0.126311,81.12195122,112.113913,3,18.5115585,16.1383591,11.7746582,116.39541,114.9664536,117.7931595,65.6738373,7.37529755,6.8548881
PRI,,0.24119916,79.37473171,87.1116333,,89.74832153,9.4352673,89.12319183,81.28881836,83.93383789,78.843447,84.38378143,98.8312535,7.9346771
QAT,115743.539,0.3129731,78.5968488,145.7647461,7,99.3537231,1.7763519,98.199587,83.815976,1.5273666,72.6252673,13.477137,39.23258972,6.177187
ROU,19422.23627,0.42715493,74.9697561,15.91415,1.1,,,,94.7757782,94.28333282,95.24165344,53.21585846,59.695886,47.7196527
RUS,2486.89326,0.4469744,7.74365854,155.144239,8.5,98.56413269,98.925934,98.22441864,1.5862274,99.53362274,11.5874329,78.65337372,86.17415619,71.5765228
RWA,1578.74426,1.263232746,63.96565854,64.2469114,32.7,133.5823212,135.1156158,132.382843,39.11576843,4.88542175,37.335156,7.56752142,6.871749878,8.2933522
WSM,,0.211169984,73.51182927,55.531288,15.4,16.159212,16.264451,16.67986,86.85121918,92.1822289,81.9491797,,,
SMR,,,,118.8481841,2.7,,,,,,,,,
STP,,0.762872487,66.3846976,64.9376914,35.5,111.7435532,19.4119186,114.41293,76.8986366,8.4445194,73.4576172,9.75327149,9.4728312,1.4481963
SAU,5786.963,0.3459829,74.33721951,179.5574636,12.9,18.7161484,18.2517166,19.1582336,18.2878799,93.74675751,122.5884933,61.1121859,59.85292816,62.356579
SEN,2166.286394,1.745748,66.37258537,98.84217748,42.3,8.87622833,84.3954742,77.51534271,,,,1.34119987,7.7223393,12.95932961
SRB,12574.3252,0.2571261,75.33658537,122.132822,6,11.1311569,11.3632584,1.9113693,94.34441376,95.4973663,93.348789,58.5496979,66.114736,5.55566
SYC,,,73.22926829,162.1932137,11.9,14.1484528,14.73331,13.61533,79.14945221,81.1218811,77.2922271,6.42949969,9.3471258,3.7133217
SLE,1658.27824,6.27978448,5.8787849,76.6563826,9.2,,,,,,,,,
SGP,78289.13365,0.1243555,82.49512195,146.885857,2.2,,,,,,,,,
SXM,,,,,,,,,,,,,,
SVK,2676.42917,0.8189198,76.81219512,116.941341,6.1,1.986824,1.3733292,11.565392,91.92215729,92.3475353,91.51719666,52.92351151,64.589973,41.7738693
SVN,28428.39814,0.14141143,81.784878,112.8315,2.2,99.3357361,99.37492371,99.236325,11.677535,11.5332565,11.82472,82.92642975,98.48886871,68.19615173
SLB,,0.48536918,67.938488,65.7565459,24.2,113.8727264,112.129968,115.5381699,,,,,,
SOM,,4.81843715,55.3548488,5.89929334,87.4,,,,,,,,,
ZAF,12136.91251,0.341525551,57.18212195,149.1935175,34.4,99.7231638,97.26885223,12.1564636,98.81967163,111.5193634,88.1973,19.375757,23.378983,15.76927
SSD,2113.521736,4.776746,55.68221951,24.594636,62,,,,,,,,,
ESP,3188.74625,0.6827638,83.22926829,17.9458995,3.6,14.692313,15.27321,14.1499,13.1646576,13.495764,129.9325256,89.721267,96.92991638,81.5166919
LKA,1492.7273,0.6651544,74.7948488,13.1578481,8.6,11.274468,1.162393,12.423317,,,,19.28763962,21.69252968,16.8232833
KNA,,,,118.6369527,8.7,83.71916962,84.4917334,82.9746661,91.51831818,92.7511673,9.31456757,79.148225,79.72782898,78.4961138
LCA,,0.9379117,75.4685366,12.588882,13,,,,86.4571991,86.2737,86.71337891,16.862953,22.8564657,1.94918
MAF,,,79.32195122,,,,,,,,,,,
VCT,,0.95584593,72.93685366,15.1622459,17,14.71289,13.431976,16.3416138,14.686765,13.1762314,16.161232,,,
SDN,3823.913544,1.44258533,63.45853659,72.19898961,48.8,,,,,,,16.32615,16.826832,15.826975
SUR,15249.84343,0.382272874,71.1514392,17.5749874,19.5,119.9516678,118.2731476,121.583168,77.4317166,88.63712311,66.5959277,,,
SWZ,777.592835,1.3636532,48.93473171,72.31972132,45.8,112.765881,17.959811,117.5191498,66.289143,65.849241,66.24992371,,,
SWE,45149.3373,0.781584,82.25365854,127.8392622,2.4,12.97568,124.2636185,117.7122421,132.919344,141.5962982,124.7521973,62.35348129,75.9599762,49.3982558
CHE,5723.73943,0.87617,83.1975698,136.6773982,3.5,13.23128,13.2725372,13.191738,99.7694918,98.276416,11.2523117,57.2295333,57.7782852,56.76779938
SYR,,0.214439831,7.712439,63.85589141,11.7,,,,,,,43.85293961,44.9824495,42.81143188
TJK,,0.131372851,69.59797561,95.126637,39.7,97.34558868,97.13976288,97.53916168,,,,24.4749227,18.4337944,3.3782918
TZA,2376.146567,2.32981629,64.9439244,62.77433234,36.2,83.71761322,84.6785965,82.74894714,,,,,,
THA,1482.17734,0.2948396,74.4222439,144.4387195,1.9,13.6888885,14.78213,13.3172913,127.7326736,13.553131,125.4791183,52.553719,6.2941132,45.4175949
TLS,561.317431,1.335378766,68.25914634,119.3771644,46.1,136.8142548,136.469513,137.5494537,73.743267,75.9733772,7.31391144,,,
TGO,113.97649,1.786217184,59.6558488,64.57824151,53.6,125.112482,121.42815,128.845349,,,,1.1176247,5.94461119,14.284512
TON,,0.4523936,72.79219512,64.28314836,14.7,18.74967,17.465497,18.6349335,9.9937286,94.2213882,86.35162354,,,
TTO,28671.6762,0.1185891,7.445698,147.3377795,18.7,,,,,,,,,
TUN,,0.14317642,74.83534146,128.4857675,12.6,113.734863,111.3955,114.677817,87.6324814,,,34.58367157,43.146144,26.285194
TUR,2224.839,0.3579624,75.1635122,94.793328,12.3,15.8253632,15.68911,16.4877,12.5412369,11.147928,13.8913422,86.391337,8.1421588,92.31926727
TKM,,0.1963973,65.59853659,135.784374,45,89.3672276,88.63847351,9.76498,85.3414233,83.767337,86.93266296,7.98443985,6.19989137,9.742199898
TCA,,,,,,,,,,,,,,
TUV,,,,38.4711542,23.4,11.355294,12.121282,1.673851,8.76663971,9.21276855,72.256487,,,
UGA,163.95147,2.2459524,58.46641463,52.42923963,39.1,,,,,,,4.76819912,4.168548,5.3592569
UKR,8147.356675,0.37466456,71.18658537,144.82159,8.1,13.914711,15.628891,12.8341599,99.23693848,98.221767,1.22564,82.35382,88.4454865,76.525994
ARE,64236.7674,0.1279437,77.3681773,178.615447,6.1,16.7116699,17.17658,16.33564,,,,,,
GBR,37484.71787,0.17444455,81.348785,123.581846,3.7,18.242115,18.793533,18.3939438,127.8112869,13.42359,125.3421,56.47676849,64.12359619,49.449791
USA,5271.32197,0.26312928,78.74146341,11.241935,5.7,99.5324346,99.2292442,99.8228731,97.56468964,98.47281647,96.728886,86.66396332,1.72493,73.4683995
URY,19147.29776,0.31188488,76.98614634,16.7951457,9.1,18.554718,17.296892,19.7587967,95.7186127,99.996983,9.33161926,56.3443992,,
UZB,5625.54776,0.12919887,68.3392439,73.79116465,35,1.1556625,98.94944,11.314182,96.33351898,95.5688188,97.6755829,8.5744995,6.49731162,1.5845972
VUT,2893.44589,0.29273142,71.9183177,6.414425,23.5,,,,,,,,,
VEN,,0.245534615,74.23619512,98.952348,13.2,1.84512,99.69889832,11.944313,91.61128235,95.3968811,88.3173186,,,
VNM,515.72379,0.11519482,75.62912195,147.118877,17.8,19.354696,18.6183472,11.412369,,,,3.47773933,31.2313387,29.755643
VIR,,,79.7731773,,,,,,,,,,,
PSE,2946.69458,0.21391791,72.942439,72.7515264,18.5,94.91425323,94.567134,95.2473228,82.24448,86.1714764,78.467125,44.68727,53.76153946,34.6223979
YEM,,1.75239285,63.81819512,68.4862779,35.1,,,,,,,,,
ZMB,,1.317162177,6.474878,67.33816426,44.7,,,,,,,,,
ZWE,1786.425625,1.7869671,57.4983177,8.81642131,47.6,,,,,,,,,
